timestamp,open,high,low,close,volume
2021-02-12 20:00:00,52.4100,52.9000,52.4000,52.9000,35212
2021-02-12 19:45:00,52.3600,52.5001,52.3000,52.4200,7078
2021-02-12 19:30:00,52.0800,52.3500,52.0800,52.3000,11322
2021-02-12 19:15:00,52.0700,52.1500,52.0000,52.0700,3220
2021-02-12 19:00:00,52.3800,52.6000,52.0800,52.6000,4501
2021-02-12 18:45:00,52.2700,52.4000,52.0500,52.1000,3037
2021-02-12 18:30:00,51.9000,52.5400,51.9000,52.5400,7975
2021-02-12 18:15:00,51.7100,52.4000,51.6201,52.4000,3594
2021-02-12 18:00:00,52.1000,52.2000,51.7500,51.7500,11328
2021-02-12 17:45:00,51.9000,52.2000,51.9000,52.2000,5250
2021-02-12 17:30:00,51.9899,52.1000,51.8300,51.8500,14298
2021-02-12 17:15:00,51.9400,52.0000,51.8100,52.0000,5114
2021-02-12 17:00:00,51.7500,51.9300,51.7000,51.9000,16122
2021-02-12 16:45:00,51.7000,51.9100,51.7000,51.7500,13935
2021-02-12 16:30:00,51.5800,51.9700,51.5800,51.7000,9397
2021-02-12 16:15:00,52.4000,52.4000,51.2500,51.5900,25327
2021-02-12 16:00:00,51.5700,52.4500,51.5095,52.3300,788887
2021-02-12 15:45:00,51.3000,51.6400,51.2300,51.5700,204553
2021-02-12 15:30:00,51.8496,52.1000,51.1700,51.3100,328707
2021-02-12 15:15:00,51.3400,52.0500,51.2500,51.8270,253703
2021-02-12 15:00:00,50.9800,51.6000,50.7900,51.3280,206964
2021-02-12 14:45:00,50.5829,51.1200,50.3000,51.0200,228720
2021-02-12 14:30:00,50.4700,50.6806,50.1702,50.5300,147160
2021-02-12 14:15:00,51.3500,51.6300,49.8200,50.4500,470917
2021-02-12 14:00:00,51.0000,51.4500,50.9500,51.3600,157592
2021-02-12 13:45:00,51.1000,51.7071,50.7900,51.1075,233153
2021-02-12 13:30:00,51.5999,52.1500,50.6000,51.0250,383685
2021-02-12 13:15:00,52.2250,53.2600,51.0300,51.5962,543875
2021-02-12 13:00:00,54.7803,55.2400,51.7000,52.2968,1132351
2021-02-12 12:45:00,53.2600,55.1100,53.1900,54.8176,1118858
2021-02-12 12:30:00,53.2999,53.9500,52.5000,53.3699,635684
