timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2020-09-09,65513.41420400,66913.00420000,64571.14609400,66112.09248000,10126.66000000,10343.00000000,9981.01000000,10219.20000000,49347.11377600,49347.11377600
2020-09-08,67109.99743000,67527.59720000,63723.59000000,65513.34951000,10373.45000000,10438.00000000,9850.00000000,10126.65000000,73491.87841800,73491.87841800
2020-09-07,66349.45476600,67351.30605000,63885.32500000,67109.93273600,10255.89000000,10410.75000000,9875.00000000,10373.44000000,62620.23067600,62620.23067600
2020-09-06,65772.38428600,66939.78751600,64660.74728400,66351.46028000,10166.69000000,10347.14000000,9994.86000000,10256.20000000,56368.78881500,56368.78881500
2020-09-05,67580.96975000,68353.61019200,63561.85500000,65772.38428600,10446.25000000,10565.68000000,9825.00000000,10166.69000000,90001.60556800,90001.60556800
2020-09-04,65588.65332600,68750.63727000,63888.55970000,67580.96975000,10138.29000000,10627.05000000,9875.50000000,10446.25000000,92733.59911300,92733.59911300
2020-09-03,73677.02067600,74156.14444000,64440.39952000,65605.21499000,11388.54000000,11462.60000000,9960.80000000,10140.85000000,121950.10601500,121950.10601500
2020-09-02,77127.99271800,77338.89515800,72199.15094000,73677.02067600,11921.97000000,11954.57000000,11160.10000000,11388.54000000,87221.84560200,87221.84560200
2020-09-01,75365.33999400,77961.76899000,74495.14100000,77127.99271800,11649.51000000,12050.85000000,11515.00000000,11921.97000000,78148.19366800,78148.19366800
2020-08-31,75764.24319800,76343.90143800,74850.95800000,75365.33999400,11711.17000000,11800.77000000,11570.00000000,11649.51000000,55353.61774400,55353.61774400
2020-08-30,74177.10529600,75814.89860000,74126.38520000,75764.17850400,11465.84000000,11719.00000000,11458.00000000,11711.16000000,43177.87905400,43177.87905400
2020-08-29,74572.12686000,74915.78138800,73861.39857600,74177.10529600,11526.90000000,11580.02000000,11417.04000000,11465.84000000,32973.79920000,32973.79920000
2020-08-28,73300.76037200,74674.01991000,72954.71216600,74572.19155400,11330.38000000,11542.65000000,11276.89000000,11526.91000000,45953.90836500,45953.90836500
2020-08-27,74148.51054800,74994.57868000,71972.07500000,73300.76037200,11461.42000000,11592.20000000,11125.00000000,11330.38000000,63246.03638300,63246.03638300
2020-08-26,73223.38634800,74652.47680800,72741.93360000,74148.57524200,11318.42000000,11539.32000000,11244.00000000,11461.43000000,53998.23123100,53998.23123100
2020-08-25,76003.74038600,76130.92879000,71924.46021600,73223.38634800,11748.19000000,11767.85000000,11117.64000000,11318.42000000,69590.92327200,69590.92327200
2020-08-24,75356.34752800,76500.00806000,74948.58124600,76003.80508000,11648.12000000,11824.90000000,11585.09000000,11748.20000000,46212.39186700,46212.39186700
2020-08-23,75455.91159400,75808.88205800,74489.51262200,75356.41222200,11663.51000000,11718.07000000,11514.13000000,11648.13000000,37900.00469000,37900.00469000
2020-08-22,74600.13936200,75601.40840000,73601.13461400,75452.35342400,11531.23000000,11686.00000000,11376.81000000,11662.96000000,43678.70164600,43678.70164600
2020-08-21,76685.29167600,76843.53320000,74306.29921400,74600.85099600,11853.54000000,11878.00000000,11485.81000000,11531.34000000,64448.30614200,64448.30614200
2020-08-20,76043.78597200,76908.22720000,75484.95920000,76685.35637000,11754.38000000,11888.00000000,11668.00000000,11853.55000000,46085.25435100,46085.25435100
2020-08-19,77277.62994000,77762.70555200,74792.73340000,76045.14454600,11945.10000000,12020.08000000,11561.00000000,11754.59000000,73940.16960600,73940.16960600
2020-08-18,79451.67181000,80141.43923800,76454.91634200,77277.04769400,12281.15000000,12387.77000000,11817.93000000,11945.01000000,75923.83552700,75923.83552700
2020-08-17,77056.95870600,80660.47920000,76143.41473200,79451.54242200,11910.99000000,12468.00000000,11769.78000000,12281.13000000,84734.21154000,84734.21154000
2020-08-16,76677.91656000,77191.06936800,75601.40840000,77057.02340000,11852.40000000,11931.72000000,11686.00000000,11911.00000000,41368.23690600,41368.23690600
2020-08-15,76083.70217000,77503.41200000,75562.59200000,76677.91656000,11760.55000000,11980.00000000,11680.00000000,11852.40000000,56237.90505000,56237.90505000
2020-08-14,76208.04403800,76662.39000000,75265.19368200,76083.63747600,11779.77000000,11850.00000000,11634.03000000,11760.54000000,59818.85269700,59818.85269700
2020-08-13,74814.34119600,76293.37542400,72912.46698400,76209.53200000,11564.34000000,11792.96000000,11270.36000000,11780.00000000,70132.49150200,70132.49150200
2020-08-12,73699.98704600,75158.38388800,72133.81000000,74814.27650200,11392.09000000,11617.52000000,11150.00000000,11564.33000000,64909.61364400,64909.61364400
2020-08-11,76939.92726000,77212.28900000,71972.07500000,73699.92235200,11892.90000000,11935.00000000,11125.00000000,11392.08000000,90748.28463400,90748.28463400
2020-08-10,75573.52528600,78068.51409000,74074.63000000,76940.05664800,11681.69000000,12067.35000000,11450.00000000,11892.92000000,84952.33788700,84952.33788700
2020-08-09,76086.74278800,76320.22343400,74540.23271800,75573.46059200,11761.02000000,11797.11000000,11521.97000000,11681.68000000,41493.06734200,41493.06734200
2020-08-08,75008.55258400,76392.42193800,74475.73280000,76089.26585400,11594.36000000,11808.27000000,11512.00000000,11761.41000000,41858.16104000,41858.16104000
2020-08-07,76096.12341800,77050.16583600,73246.54680000,75007.71156200,11762.47000000,11909.94000000,11322.00000000,11594.23000000,65755.92602200,65755.92602200
2020-08-06,75982.52075400,76985.86000000,74802.43750000,76096.05872400,11744.91000000,11900.00000000,11562.50000000,11762.46000000,63529.08502000,63529.08502000
2020-08-05,72405.46010600,76215.54854200,71765.05420000,75982.52075400,11191.99000000,11780.93000000,11093.00000000,11744.91000000,74970.25685200,74970.25685200
2020-08-04,72584.59779200,73848.07161200,71163.40000000,72405.33071800,11219.68000000,11414.98000000,11000.00000000,11191.97000000,58629.11370900,58629.11370900
2020-08-03,71625.05638400,74223.42620000,70749.35840000,72585.43881400,11071.36000000,11473.00000000,10936.00000000,11219.81000000,56931.84147500,56931.84147500
2020-08-02,76346.48919800,78431.51212400,68048.38390000,71624.99169000,11801.17000000,12123.46000000,10518.50000000,11071.35000000,97553.07760400,97553.07760400
2020-08-01,73333.62492400,76733.55340000,72586.66800000,76346.48919800,11335.46000000,11861.00000000,11220.00000000,11801.17000000,85087.48512600,85087.48512600
2020-07-31,71808.98142600,74035.81360000,70904.62400000,73333.62492400,11099.79000000,11444.00000000,10960.00000000,11335.46000000,70063.66097400,70063.66097400
2020-07-30,71813.70408800,72263.19800000,70070.07140000,71807.81693400,11100.52000000,11170.00000000,10831.00000000,11099.61000000,60794.82645600,60794.82645600
2020-07-29,70557.02313800,73381.23970800,69947.15280000,71813.76878200,10906.27000000,11342.82000000,10812.00000000,11100.53000000,76838.09423300,76838.09423300
2020-07-28,71357.22322400,72730.48276200,68349.21100000,70557.02313800,11029.96000000,11242.23000000,10565.00000000,10906.27000000,97267.73418700,97267.73418700
2020-07-27,64251.10487600,73717.90728400,64158.39837400,71357.22322400,9931.54000000,11394.86000000,9917.21000000,11029.96000000,150188.93314400,150188.93314400
2020-07-26,62755.89714800,65412.10340000,62429.71000000,64251.10487600,9700.42000000,10111.00000000,9650.00000000,9931.54000000,65279.26931900,65279.26931900
2020-07-25,61705.78414000,62966.02326000,61543.40220000,62755.89714800,9538.10000000,9732.90000000,9513.00000000,9700.42000000,40679.54541600,40679.54541600
2020-07-24,62127.39493800,62345.60780000,61222.77873600,61703.84332000,9603.27000000,9637.00000000,9463.44000000,9537.80000000,43931.13620500,43931.13620500
2020-07-23,61576.78430400,62520.28160000,61073.27090200,62127.39493800,9518.16000000,9664.00000000,9440.33000000,9603.27000000,51856.23350000,51856.23350000
2020-07-22,60747.66600000,61743.95360000,59913.11340000,61576.78430400,9390.00000000,9544.00000000,9261.00000000,9518.16000000,48815.00410700,48815.00410700
2020-07-21,59264.75013200,61056.45046200,59213.12432000,60747.66600000,9160.78000000,9437.73000000,9152.80000000,9390.00000000,60413.58248600,60413.58248600
2020-07-20,59576.63990600,59657.70148800,59072.09140000,59264.75013200,9208.99000000,9221.52000000,9131.00000000,9160.78000000,35458.76408200,35458.76408200
2020-07-19,59326.33882000,59727.24753800,58880.27369000,59576.63990600,9170.30000000,9232.27000000,9101.35000000,9208.99000000,26052.01941700,26052.01941700
2020-07-18,59222.89311400,59643.33942000,59008.04434000,59326.20943200,9154.31000000,9219.30000000,9121.10000000,9170.28000000,22554.54145700,22554.54145700
2020-07-17,59089.68816800,59433.27800200,58805.61681400,59222.95780800,9133.72000000,9186.83000000,9089.81000000,9154.32000000,28054.35874100,28054.35874100
2020-07-16,59502.95344000,59687.65481000,58530.27915000,59089.68816800,9197.60000000,9226.15000000,9047.25000000,9133.72000000,43375.57119100,43375.57119100
2020-07-15,59879.79599000,60013.32440600,59263.39155800,59502.95344000,9255.85000000,9276.49000000,9160.57000000,9197.60000000,39053.57966500,39053.57966500
2020-07-14,59794.14113400,60033.05607600,58955.64220000,59879.79599000,9242.61000000,9279.54000000,9113.00000000,9255.85000000,45772.55250900,45772.55250900
2020-07-13,60186.83371400,60448.90910800,59524.23776600,59794.20582800,9303.31000000,9343.82000000,9200.89000000,9242.62000000,42740.06911500,42740.06911500
2020-07-12,59738.56898800,60456.54300000,59243.53050000,60183.21085000,9234.02000000,9345.00000000,9157.50000000,9302.75000000,30872.70228600,30872.70228600
2020-07-11,60089.98679600,60160.76203200,59377.77055000,59738.63368200,9288.34000000,9299.28000000,9178.25000000,9234.03000000,22561.36600000,22561.36600000
2020-07-10,59728.21794800,60278.50511200,59033.27500000,60089.98679600,9232.42000000,9317.48000000,9125.00000000,9288.34000000,38295.49400600,38295.49400600
2020-07-09,61045.64656400,61076.24682600,59259.70400000,59728.28264200,9436.06000000,9440.79000000,9160.00000000,9232.43000000,48044.45064500,48044.45064500
2020-07-08,59889.82356000,61265.21800000,59719.03140000,61045.64656400,9257.40000000,9470.00000000,9231.00000000,9436.06000000,56140.51778100,56140.51778100
2020-07-07,60440.17541800,60679.21974800,59537.88820000,59889.75886600,9342.47000000,9379.42000000,9203.00000000,9257.39000000,34587.33667800,34587.33667800
2020-07-06,58673.64105400,60650.62500000,58586.36884800,60451.36748000,9069.41000000,9375.00000000,9055.92000000,9344.20000000,54463.13227700,54463.13227700
2020-07-05,59097.96900000,59164.21565600,57532.56828200,58673.64105400,9135.00000000,9145.24000000,8893.03000000,9069.41000000,34073.65362700,34073.65362700
2020-07-04,58598.46662600,59453.78600000,58483.63477600,59100.94492400,9057.79000000,9190.00000000,9040.04000000,9135.46000000,26441.96848400,26441.96848400
2020-07-03,58784.46187600,59033.27500000,58467.00841800,58601.50724400,9086.54000000,9125.00000000,9037.47000000,9058.26000000,28943.42017700,28943.42017700
2020-07-02,59725.43610600,59919.32402400,57836.43600000,58784.46187600,9231.99000000,9261.96000000,8940.00000000,9086.54000000,45725.16807600,45725.16807600
2020-07-01,59117.89475200,60113.66480000,58742.79894000,59725.50080000,9138.08000000,9292.00000000,9080.10000000,9232.00000000,38488.52869900,38488.52869900
2020-06-30,59472.74134200,59550.82700000,58644.39936600,59120.93537000,9192.93000000,9205.00000000,9064.89000000,9138.55000000,31463.16280100,31463.16280100
2020-06-29,58976.08550400,59764.31720000,58384.20009800,59470.34766400,9116.16000000,9238.00000000,9024.67000000,9192.56000000,42120.29326100,42120.29326100
2020-06-28,58302.23280000,59460.25540000,57888.57936400,58977.31469000,9012.00000000,9191.00000000,8948.06000000,9116.35000000,30688.17642100,30688.17642100
2020-06-27,59274.00137400,59494.15505600,57144.21020000,58302.23280000,9162.21000000,9196.24000000,8833.00000000,9012.00000000,46290.93011300,46290.93011300
2020-06-26,59838.65060600,60152.48120000,58518.63423000,59274.00137400,9249.49000000,9298.00000000,9045.45000000,9162.21000000,50292.29827700,50292.29827700
2020-06-25,60154.61610200,60424.19600000,58287.28848600,59838.65060600,9298.33000000,9340.00000000,9009.69000000,9249.49000000,55831.61915600,55831.61915600
2020-06-24,62263.64050200,62559.09800000,59570.23520000,60142.71240600,9624.33000000,9670.00000000,9208.00000000,9296.49000000,61571.56146400,61571.56146400
2020-06-23,62660.60288600,62882.56800000,61957.63788200,62267.26336600,9685.69000000,9720.00000000,9577.03000000,9624.89000000,41031.02938000,41031.02938000
2020-06-22,60131.06748600,63270.73200000,60017.20604600,62660.60288600,9294.69000000,9780.00000000,9277.09000000,9685.69000000,57895.46834300,57895.46834300
2020-06-21,60546.79113000,60954.68680000,60045.99487600,60131.06748600,9358.95000000,9422.00000000,9281.54000000,9294.69000000,24316.92623400,24316.92623400
2020-06-20,60231.60196200,60780.01300000,59330.54393000,60546.79113000,9310.23000000,9395.00000000,9170.95000000,9358.95000000,30329.06538400,30329.06538400
2020-06-19,60723.85860800,61060.13802000,59620.63182600,60231.60196200,9386.32000000,9438.30000000,9215.79000000,9310.23000000,45330.98367300,45330.98367300
2020-06-18,61233.71202200,61388.13660000,60036.03200000,60723.85860800,9465.13000000,9489.00000000,9280.00000000,9386.32000000,37381.95376500,37381.95376500
2020-06-17,61633.77971800,61879.81100000,59755.32473400,61233.77671600,9526.97000000,9565.00000000,9236.61000000,9465.14000000,48046.41115200,48046.41115200
2020-06-16,60980.88787000,62035.07660000,60638.26844600,61624.85194600,9426.05000000,9589.00000000,9373.09000000,9525.59000000,52052.44692700,52052.44692700
2020-06-15,60437.78174000,61426.95300000,57645.26523000,60980.69378800,9342.10000000,9495.00000000,8910.45000000,9426.02000000,86107.92470700,86107.92470700
2020-06-14,61286.82579600,61336.31670600,59809.60300000,60437.78174000,9473.34000000,9480.99000000,9245.00000000,9342.10000000,30055.50660800,30055.50660800
2020-06-13,61232.61222400,61425.20626200,60495.35940000,61286.82579600,9464.96000000,9494.73000000,9351.00000000,9473.34000000,27759.78485100,27759.78485100
2020-06-12,60028.78627200,61828.83212800,59728.80019400,61233.71202200,9278.88000000,9557.12000000,9232.51000000,9465.13000000,50119.06693200,50119.06693200
2020-06-11,63951.44226800,64461.10160000,58955.64220000,60038.61976000,9885.22000000,9964.00000000,9113.00000000,9280.40000000,94418.98473000,94418.98473000
2020-06-10,63221.82333600,64646.90276800,62780.22209200,63950.01900000,9772.44000000,9992.72000000,9704.18000000,9885.00000000,47130.76298200,47130.76298200
2020-06-09,63283.67080000,63898.26380000,61912.15800000,63221.75864200,9782.00000000,9877.00000000,9570.00000000,9772.43000000,46024.00128900,46024.00128900
2020-06-08,63057.17710600,63400.12000000,62319.73020000,63283.73549400,9746.99000000,9800.00000000,9633.00000000,9782.01000000,40664.66412500,40664.66412500
2020-06-07,62538.71939000,63413.05880000,60634.19272400,63057.17710600,9666.85000000,9802.00000000,9372.46000000,9746.99000000,57952.84838500,57952.84838500
2020-06-06,62243.19719800,62979.60900000,61660.17487000,62535.16122000,9621.17000000,9735.00000000,9531.05000000,9666.30000000,32752.95089300,32752.95089300
2020-06-05,63323.39291600,63754.31965000,61983.32140000,62243.13250400,9788.14000000,9854.75000000,9581.00000000,9621.16000000,47788.05005000,47788.05005000
2020-06-04,62535.29060800,63928.21712200,61135.83000000,63329.34476400,9666.32000000,9881.63000000,9450.00000000,9789.06000000,57456.10096900,57456.10096900
2020-06-03,61575.87858800,62688.48600000,60587.28957400,62534.77305600,9518.02000000,9690.00000000,9365.21000000,9666.24000000,46252.64493900,46252.64493900
2020-06-02,66005.41207400,66175.42790600,59945.46040000,61576.00797600,10202.71000000,10228.99000000,9266.00000000,9518.04000000,108970.77315100,108970.77315100
2020-06-01,61124.63793800,67152.37200000,60952.55189800,65992.86143800,9448.27000000,10380.00000000,9421.67000000,10200.77000000,76649.12696000,76649.12696000
2020-05-31,62738.42976800,62753.18000000,60692.09385400,61124.63793800,9697.72000000,9700.00000000,9381.41000000,9448.27000000,48333.78640300,48333.78640300
2020-05-30,60984.44604000,63011.95600000,60367.45936200,62738.42976800,9426.60000000,9740.00000000,9331.23000000,9697.72000000,55665.27254000,55665.27254000
2020-05-29,61950.13337800,62140.26904400,60359.50200000,60987.48665800,9575.87000000,9605.26000000,9330.00000000,9427.07000000,57374.36296100,57374.36296100
2020-05-28,59544.81045800,62271.01561800,58936.23400000,61950.26276600,9204.07000000,9625.47000000,9110.00000000,9575.89000000,74110.78766200,74110.78766200
2020-05-27,57195.96540000,59680.21500000,57006.60606200,59544.81045800,8841.00000000,9225.00000000,8811.73000000,9204.07000000,68910.35551400,68910.35551400
2020-05-26,57579.92429000,58338.91429800,56283.78000000,57197.12989200,8900.35000000,9017.67000000,8700.00000000,8841.18000000,58299.77013800,58299.77013800
2020-05-25,56401.13491600,58093.01240400,55913.21276800,57579.92429000,8718.14000000,8979.66000000,8642.72000000,8900.35000000,62833.91094900,62833.91094900
2020-05-24,59382.68729400,60152.48120000,56283.78000000,56415.36759600,9179.01000000,9298.00000000,8700.00000000,8720.34000000,70379.86645000,70379.86645000
2020-05-23,59324.39800000,60216.20479000,58677.45800000,59383.59301000,9170.00000000,9307.85000000,9070.00000000,9179.15000000,43526.29696600,43526.29696600
2020-05-22,58661.34919400,59977.80740000,57794.51428800,59324.39800000,9067.51000000,9271.00000000,8933.52000000,9170.00000000,58943.13102400,58943.13102400
2020-05-21,61533.24524200,61966.95381800,57027.76100000,58668.72431000,9511.43000000,9578.47000000,8815.00000000,9068.65000000,108928.78096900,108928.78096900
2020-05-20,63239.22602200,63671.83480000,60333.62440000,61533.24524200,9775.13000000,9842.00000000,9326.00000000,9511.43000000,74923.73809000,74923.73809000
2020-05-19,62972.68674200,64029.01037400,61291.09560000,63241.81378200,9733.93000000,9897.21000000,9474.00000000,9775.53000000,78539.76045400,78539.76045400
2020-05-18,62630.97303400,64370.53000000,61227.88956200,62972.68674200,9681.11000000,9950.00000000,9464.23000000,9733.93000000,82006.60358300,82006.60358300
2020-05-17,60688.21221400,63969.42720000,60308.39374000,62624.05077600,9380.81000000,9888.00000000,9322.10000000,9680.04000000,68647.76432300,68647.76432300
2020-05-16,60268.67162400,62028.60720000,59647.86800000,60691.18813800,9315.96000000,9588.00000000,9220.00000000,9381.27000000,59587.62786200,59587.62786200
2020-05-15,63348.17071800,63695.25402800,59195.01000000,60271.64754800,9791.97000000,9845.62000000,9150.00000000,9316.42000000,115890.76151600,115890.76151600
2020-05-14,60225.90889000,64299.36660000,59885.68314400,63348.23541200,9309.35000000,9939.00000000,9256.76000000,9791.98000000,129565.37747000,129565.37747000
2020-05-13,57001.81870600,60799.42120000,56885.36950600,60226.03827800,8810.99000000,9398.00000000,8792.99000000,9309.37000000,92466.27401800,92466.27401800
2020-05-12,55391.26157600,58083.95524400,55176.08933200,57000.52482600,8562.04000000,8978.26000000,8528.78000000,8810.79000000,86522.78006600,86522.78006600
2020-05-11,56431.08823800,59311.45920000,53049.08000000,55387.89748800,8722.77000000,9168.00000000,8200.00000000,8561.52000000,168807.25183200,168807.25183200
2020-05-10,61712.25354000,61943.40520200,52512.11980000,56431.08823800,9539.10000000,9574.83000000,8117.00000000,8722.77000000,183865.18202800,183865.18202800
2020-05-09,63400.24938800,64139.24895000,61588.68800000,61714.19436000,9800.02000000,9914.25000000,9520.00000000,9539.40000000,81950.67956700,81950.67956700
2020-05-08,64605.36922000,64926.63962400,62785.52700000,63400.18469400,9986.30000000,10035.96000000,9705.00000000,9800.01000000,100683.79640000,100683.79640000
2020-05-07,59152.31196000,65127.44980000,58360.45740000,64606.01616000,9143.40000000,10067.00000000,9021.00000000,9986.40000000,147154.61137800,147154.61137800
2020-05-06,58362.78638400,60780.01300000,57617.83497400,59149.20664800,9021.36000000,9395.00000000,8906.21000000,9142.92000000,105925.30242000,105925.30242000
2020-05-05,57395.99924800,58991.74145200,56671.94400000,58365.82700200,8871.92000000,9118.58000000,8760.00000000,9021.83000000,76480.76534200,76480.76534200
2020-05-04,57539.81401000,57901.13000000,55132.22680000,57396.25802400,8894.15000000,8950.00000000,8522.00000000,8871.96000000,84418.51233100,84418.51233100
2020-05-03,58047.20905200,59518.48000000,56361.41280000,57539.87870400,8972.58000000,9200.00000000,8712.00000000,8894.16000000,90126.06564300,90126.06564300
2020-05-02,57096.78949800,58289.29400000,56626.65820000,58043.78027000,8825.67000000,9010.00000000,8753.00000000,8972.05000000,59002.08755000,59002.08755000
2020-05-01,55766.22800000,58607.45909200,55724.56506400,57105.13502400,8620.00000000,9059.18000000,8613.56000000,8826.96000000,91468.81505900,91468.81505900
2020-04-30,56792.14545200,61200.52400000,54349.42940000,55766.22800000,8778.58000000,9460.00000000,8401.00000000,8620.00000000,206277.21412400,206277.21412400
2020-04-29,50063.96945200,57919.82656600,49879.39747000,56792.08075800,7738.58000000,8952.89000000,7710.05000000,8778.57000000,183546.88751400,183546.88751400
2020-04-28,50289.94559400,50331.93200000,49549.91092800,50066.55721200,7773.51000000,7780.00000000,7659.12000000,7738.98000000,46302.75263800,46302.75263800
2020-04-27,49769.74114000,50409.69418800,49206.25640000,50297.12662800,7693.10000000,7792.02000000,7606.00000000,7774.62000000,65441.33957600,65441.33957600
2020-04-26,48773.00068200,49814.38000000,48391.11200000,49769.74114000,7539.03000000,7700.00000000,7480.00000000,7693.10000000,50522.61620900,50522.61620900
2020-04-25,48552.84700000,49846.72700000,48074.56425800,48770.67169800,7505.00000000,7705.00000000,7431.07000000,7538.67000000,43874.42772600,43874.42772600
2020-04-24,48416.73082400,49270.69162400,47795.92720000,48552.84700000,7483.96000000,7615.96000000,7388.00000000,7505.00000000,60182.11993900,60182.11993900
2020-04-23,46095.25132800,50060.21720000,45415.18800000,48406.57386600,7125.12000000,7738.00000000,7020.00000000,7482.39000000,102773.56956100,102773.56956100
2020-04-22,44259.49438400,46297.48477200,44108.36920000,46095.38071600,6841.36000000,7156.38000000,6818.00000000,7125.14000000,61486.37733400,61486.37733400
2020-04-21,44179.40321200,44897.63600000,43746.08280000,44259.55907800,6828.98000000,6940.00000000,6762.00000000,6841.37000000,60109.71080800,60109.71080800
2020-04-20,46071.18516000,46709.06800000,43674.91940000,44165.49400200,7121.40000000,7220.00000000,6751.00000000,6826.83000000,90149.49137000,90149.49137000
2020-04-19,46894.09284000,47007.63081000,45645.49864000,46066.91535600,7248.60000000,7266.15000000,7055.60000000,7120.74000000,45664.86393000,45664.86393000
2020-04-18,45459.05053200,47181.85175200,45378.95936000,46894.09284000,7026.78000000,7293.08000000,7014.40000000,7248.60000000,49488.54281900,49488.54281900
2020-04-17,45945.61410600,46244.04752800,45110.99681200,45464.03197000,7101.99000000,7148.12000000,6972.98000000,7027.55000000,54126.50976300,54126.50976300
2020-04-16,42835.51475000,46514.98600000,41845.82593800,45945.29063600,6621.25000000,7190.00000000,6468.27000000,7101.94000000,125009.85753900,125009.85753900
2020-04-15,44435.52675800,44852.35020000,42730.38700000,42835.45005600,6868.57000000,6933.00000000,6605.00000000,6621.24000000,61571.38499400,61571.38499400
2020-04-14,44238.01597600,45143.47320000,43696.13903200,44436.36778000,6838.04000000,6978.00000000,6754.28000000,6868.70000000,69068.62328500,69068.62328500
2020-04-13,44663.37902600,44663.37902600,42536.30500000,44237.17495400,6903.79000000,6903.79000000,6575.00000000,6837.91000000,96415.47657300,96415.47657300
2020-04-12,44489.02869600,46430.88380000,43862.53200000,44663.37902600,6876.84000000,7177.00000000,6780.00000000,6903.79000000,73868.66650100,73868.66650100
2020-04-11,44373.09704800,44925.45442000,43733.14400000,44488.96400200,6858.92000000,6944.30000000,6760.00000000,6876.83000000,45470.29320600,45470.29320600
2020-04-10,47120.13367600,47199.12505000,43603.62661200,44373.09704800,7283.54000000,7295.75000000,6739.98000000,6858.92000000,104674.62337500,104674.62337500
2020-04-09,47616.46604400,47691.89924800,45985.01275200,47120.13367600,7360.26000000,7371.92000000,7108.08000000,7283.54000000,61094.87241700,61094.87241700
2020-04-08,46562.34200800,48002.94800000,46256.21000000,47623.06483200,7197.32000000,7420.00000000,7150.00000000,7361.28000000,76059.14583800,76059.14583800
2020-04-07,47420.05506000,48259.71848600,45783.94380000,46562.34200800,7329.90000000,7459.69000000,7077.00000000,7197.32000000,103585.16891800,103585.16891800
2020-04-06,43815.82293200,47583.34271600,43765.49100000,47420.05506000,6772.78000000,7355.14000000,6765.00000000,7329.90000000,118052.00083200,118052.00083200
2020-04-05,44363.32825400,44610.00647600,43199.54788800,43815.82293200,6857.41000000,6895.54000000,6677.52000000,6772.78000000,49685.35698300,49685.35698300
2020-04-04,43558.27611800,45223.75845400,43021.57469400,44360.61110600,6732.97000000,6990.41000000,6650.01000000,6856.99000000,72990.86113900,72990.86113900
2020-04-03,43952.19788400,45596.33120000,42711.62574000,43565.58654000,6793.86000000,7048.00000000,6602.10000000,6734.10000000,104080.27693900,104080.27693900
2020-04-02,42978.55318400,46566.74120000,42381.03940000,43953.68584600,6643.36000000,7198.00000000,6551.00000000,6794.09000000,149299.90687100,149299.90687100
2020-04-01,41482.69851600,43215.20383600,39787.52163400,42975.70664800,6412.14000000,6679.94000000,6150.11000000,6642.92000000,97500.75240000,97500.75240000
2020-03-31,41368.25483000,42201.38416200,40895.66516000,41471.70053600,6394.45000000,6523.23000000,6321.40000000,6410.44000000,72337.59525900,72337.59525900
2020-03-30,38043.30670000,42691.57060000,37896.19254400,41367.80197200,5880.50000000,6599.00000000,5857.76000000,6394.38000000,118889.54999200,118889.54999200
2020-03-29,40347.38351000,40537.26040000,37953.12326400,38049.25854800,6236.65000000,6266.00000000,5866.56000000,5881.42000000,63311.62771400,63311.62771400
2020-03-28,41139.62623400,41145.38400000,38971.66560000,40347.38351000,6359.11000000,6360.00000000,6024.00000000,6236.65000000,93159.69342900,93159.69342900
2020-03-27,43586.09453800,44267.45174600,40504.91340000,41139.62623400,6737.27000000,6842.59000000,6261.00000000,6359.11000000,82914.96835400,82914.96835400
2020-03-26,43198.90094800,43862.53200000,42115.79400000,43586.67678400,6677.42000000,6780.00000000,6510.00000000,6737.36000000,83026.55521100,83026.55521100
2020-03-25,43634.09748600,45013.82642400,41727.63000000,43198.96564200,6744.69000000,6957.96000000,6450.00000000,6677.43000000,132155.73498900,132155.73498900
2020-03-24,41826.28835000,44205.41020000,41218.68230200,43634.29156800,6465.25000000,6833.00000000,6371.33000000,6744.72000000,151138.00987800,151138.00987800
2020-03-23,37626.35387000,42698.04000000,36797.94720000,41839.61531400,5816.05000000,6600.00000000,5688.00000000,6467.31000000,164674.21578500,164674.21578500
2020-03-22,40026.43657600,41455.07417800,37095.60429400,37627.25958600,6187.04000000,6407.87000000,5734.01000000,5816.19000000,119115.99052700,119115.99052700
2020-03-21,40139.84515800,41772.78641200,37910.81338800,40026.04841200,6204.57000000,6456.98000000,5860.02000000,6186.98000000,128913.66836300,128913.66836300
2020-03-20,39864.76627000,44638.86000000,36681.49800000,40164.36418400,6162.05000000,6900.00000000,5670.00000000,6208.36000000,219298.32951400,219298.32951400
2020-03-19,34891.15624400,41404.16000000,33980.71758200,39866.83647800,5393.26000000,6400.00000000,5252.53000000,6162.37000000,199020.87343900,199020.87343900
2020-03-18,34369.59321600,35168.75819800,32407.61827800,34889.73297600,5312.64000000,5436.17000000,5009.37000000,5393.04000000,137127.63489400,137127.63489400
2020-03-17,32533.70688400,35743.43500000,31838.82863000,34369.59321600,5028.86000000,5525.00000000,4921.45000000,5312.64000000,150089.92631800,150089.92631800
2020-03-16,34678.11890200,34711.04814800,28737.85112800,32534.41851800,5360.33000000,5365.42000000,4442.12000000,5028.97000000,227276.92276000,227276.92276000
2020-03-15,33462.84211200,38428.23600000,32949.30114000,34684.39422000,5172.48000000,5940.00000000,5093.10000000,5361.30000000,139916.14653400,139916.14653400
2020-03-14,36073.69787000,36490.78008800,32703.65802200,33460.12496400,5576.05000000,5640.52000000,5055.13000000,5172.06000000,136910.13597400,136910.13597400
2020-03-13,31053.18469400,38525.27700000,24468.11182200,36090.19484000,4800.01000000,5955.00000000,3782.13000000,5578.60000000,402201.67376400,402201.67376400
