timestamp,open,high,low,close,volume
2021-02-18 20:00:00,783.3800,783.3800,782.7500,783.1000,17104
2021-02-18 19:45:00,783.4900,783.4900,783.1000,783.3500,1930
2021-02-18 19:30:00,783.2300,783.8000,782.9000,783.8000,14931
2021-02-18 19:15:00,783.4000,783.8000,783.2000,783.2100,4083
2021-02-18 19:00:00,784.0000,785.0000,783.0000,783.0000,4579
2021-02-18 18:45:00,785.8900,785.8900,784.0000,784.0000,6327
2021-02-18 18:30:00,785.8900,786.0000,785.5000,785.9900,3061
2021-02-18 18:15:00,784.5000,786.0000,784.5000,785.9400,7397
2021-02-18 18:00:00,784.5000,784.8500,784.0300,784.6700,4837
2021-02-18 17:45:00,784.2400,784.5000,783.6200,784.5000,7802
2021-02-18 17:30:00,785.0000,785.0600,784.2400,784.3300,8163
2021-02-18 17:15:00,785.7400,785.7400,785.0500,785.0500,2263
2021-02-18 17:00:00,787.3800,787.3800,785.0500,786.0000,12069
2021-02-18 16:45:00,786.4859,787.3800,785.0200,785.5300,12518
2021-02-18 16:30:00,786.5000,786.6800,786.0000,786.0100,9675
2021-02-18 16:15:00,787.3800,787.4900,786.0300,786.6800,193179
2021-02-18 16:00:00,788.6600,789.2998,785.6100,787.3000,969456
2021-02-18 15:45:00,790.4300,791.7900,787.9101,788.5867,560071
2021-02-18 15:30:00,793.6900,794.6900,790.0500,790.3500,684424
2021-02-18 15:15:00,790.3300,793.7700,789.3200,793.6850,606564
2021-02-18 15:00:00,786.5900,791.0000,786.3200,790.3100,394922
2021-02-18 14:45:00,788.0800,788.5600,786.3800,786.6200,248809
2021-02-18 14:30:00,787.4800,789.8000,786.5000,788.1800,375217
2021-02-18 14:15:00,785.1100,788.0000,784.9600,787.5990,320274
2021-02-18 14:00:00,785.7400,786.7400,784.5223,785.1682,307168
2021-02-18 13:45:00,786.6000,787.5914,784.3000,785.6503,330470
2021-02-18 13:30:00,782.9000,788.1300,781.8600,786.4500,589063
2021-02-18 13:15:00,786.5200,786.5200,781.7900,782.7501,557231
2021-02-18 13:00:00,787.1400,787.4700,785.5500,786.4500,358952
2021-02-18 12:45:00,789.1000,789.4028,786.8000,786.8000,268074
2021-02-18 12:30:00,787.8700,791.2899,787.1000,789.2300,407672
2021-02-18 12:15:00,787.5299,788.2900,785.3425,787.9200,472503
2021-02-18 12:00:00,791.3990,791.4197,786.8100,787.6500,405074
2021-02-18 11:45:00,789.0000,793.2700,788.9900,791.4600,652099
2021-02-18 11:30:00,784.3300,792.2400,784.3300,789.3100,925871
2021-02-18 11:15:00,784.1000,786.3599,782.4000,784.4000,487533
2021-02-18 11:00:00,784.0700,787.4100,782.5000,783.9890,621890
2021-02-18 10:45:00,780.9108,785.8099,778.2100,784.1687,922147
2021-02-18 10:30:00,782.7200,783.6200,776.2700,781.0000,1127457
2021-02-18 10:15:00,786.1900,787.7500,781.0000,782.6362,1095833
2021-02-18 10:00:00,789.7900,793.9800,785.7400,786.3000,1102809
2021-02-18 09:45:00,780.9000,791.8901,779.2000,789.8700,1899927
2021-02-18 09:30:00,777.5000,782.5400,776.0000,780.4300,91462
2021-02-18 09:15:00,781.2000,781.7500,776.1000,777.5000,97466
2021-02-18 09:00:00,781.7700,783.4900,779.1400,781.9600,39542
2021-02-18 08:45:00,781.3500,781.9700,778.1800,781.1000,79199
2021-02-18 08:30:00,782.0000,782.2000,780.3400,781.2000,44988
2021-02-18 08:15:00,783.9999,786.7799,780.1100,781.5200,74305
2021-02-18 08:00:00,785.0000,785.5000,783.2700,783.3900,18162
2021-02-18 07:45:00,783.0000,786.2000,782.7000,784.5000,29117
2021-02-18 07:30:00,782.6200,783.2000,781.4000,782.5000,16749
2021-02-18 07:15:00,781.5000,786.8000,781.4300,783.9800,58087
2021-02-18 07:00:00,779.2000,785.0200,778.5000,782.0000,19087
2021-02-18 06:45:00,778.0200,778.0200,776.9100,778.0000,9633
2021-02-18 06:30:00,781.5800,781.5800,778.5800,778.5800,2344
2021-02-18 06:15:00,782.5100,782.5100,779.0000,780.8900,14683
2021-02-18 06:00:00,784.5000,784.5000,784.0000,784.0000,846
2021-02-18 05:45:00,784.5600,784.7500,783.0000,783.3000,3202
2021-02-18 05:15:00,784.0200,785.0000,784.0100,785.0000,1928
2021-02-18 05:00:00,786.0000,786.0000,786.0000,786.0000,1086
2021-02-18 04:45:00,786.0000,786.0000,786.0000,786.0000,538
2021-02-18 04:30:00,786.1600,786.1600,785.9900,785.9900,1013
2021-02-18 04:15:00,790.7100,790.7100,785.4900,787.7500,4071
2021-02-17 20:00:00,794.5000,794.5300,793.6500,793.6500,16520
2021-02-17 19:45:00,794.5200,795.0000,794.5000,794.5000,11094
2021-02-17 19:30:00,795.5500,795.5500,794.4100,794.4100,7652
2021-02-17 19:15:00,793.9400,795.7700,793.7000,795.7700,12306
2021-02-17 19:00:00,794.7300,794.9900,793.6500,793.9800,6853
2021-02-17 18:45:00,795.0000,795.0000,794.0600,794.5000,2921
2021-02-17 18:30:00,794.3000,796.0000,794.0001,795.5000,6954
2021-02-17 18:15:00,795.3000,795.3000,794.1600,794.4000,7379
2021-02-17 18:00:00,795.5000,795.5000,795.0000,795.3000,3842
2021-02-17 17:45:00,794.9900,795.2000,794.6900,795.2000,4040
2021-02-17 17:30:00,794.4800,795.4999,794.0301,794.9400,9819
2021-02-17 17:15:00,792.7200,794.8000,792.7200,794.2900,10028
2021-02-17 17:00:00,795.2000,795.5000,792.5000,793.9200,13942
2021-02-17 16:45:00,794.5100,798.1500,794.0000,795.2000,16254
2021-02-17 16:30:00,796.3000,796.3000,794.5000,794.5000,29963
2021-02-17 16:15:00,798.2325,798.2500,796.0100,796.5000,220841
2021-02-17 16:00:00,795.9950,799.8400,795.5200,798.2500,1120338
2021-02-17 15:45:00,795.1300,797.5650,794.3900,795.9190,624100
2021-02-17 15:30:00,791.9800,797.4100,791.5000,795.0000,720554
2021-02-17 15:15:00,792.8301,795.4300,791.4100,791.8400,495426
2021-02-17 15:00:00,796.0599,796.1800,792.8300,792.8863,569522
2021-02-17 14:45:00,786.5300,797.0000,786.0891,796.0600,1196838
2021-02-17 14:30:00,786.1200,787.6700,784.9800,786.5000,410333
2021-02-17 14:15:00,786.8357,789.0000,785.7900,786.1800,558100
2021-02-17 14:00:00,782.7800,788.1700,781.2700,786.7800,584455
2021-02-17 13:45:00,782.1600,783.9899,781.1706,782.7200,282875
2021-02-17 13:30:00,784.3400,784.4860,779.1700,782.0000,584826
2021-02-17 13:15:00,779.2100,785.0500,779.0000,784.2000,708028
2021-02-17 13:00:00,778.0200,780.6263,777.3100,779.2100,502482
2021-02-17 12:45:00,774.1500,780.3000,773.6100,778.0500,850552
2021-02-17 12:30:00,776.8700,777.1000,772.6401,774.1750,532122
2021-02-17 12:15:00,773.9500,776.8800,772.6700,776.8600,603062
2021-02-17 12:00:00,768.6700,774.0000,768.5600,773.5711,816377
2021-02-17 11:45:00,771.4700,773.6500,767.0935,768.8299,854845
